Gene,Non-unique Gene name,Annotation,15608_247,21053_8147,11822_158,14410_846,15608_513,21127_2104,14913_283,21127_2150,24820_2209,15682_121,14412_245,21127_264,15608_324,15608_539,15682_350,15682_241,15608_212,15682_157,14412_13,15682_27,21053_8178,15608_533,31588_4131,15608_567,17428_844,21127_288,15682_177,14410_881,21127_2177,24820_2267
tagU_1,tagU_1,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,NKIHGLOF_00514,CAIOAPPO_00122,EGGPCNEA_00115,BOGLFJDA_00719,JLENOMMB_00017,ALHNJLOP_00630,KGLLIHJM_00305,OJAJHHAH_00122,OCGAAEPO_01176,GLNDJCAF_00185,ODFLGDBH_00308,APOOJODC_00122,FONPKMKP_00775,OKOELMAF_00746,PEGMINDJ_00099,BCHKDIOD_00852,LPFDPCGO_01171,BPKFELMP_00451,OEDMFFKP_00469,BCNLJEOI_00679,GLONHLBP_00425,FPEIOILE_00740,PEHMELEN_00017,NFCFPMIG_00952,ELMHKFIJ_01414,GGJPJCAM_00122,JCMFBBHK_00105,FBLGIOPA_00133,IJNFIKKA_00924,NCOGIHLP_00305
IMPDH_2,IMPDH_2,Inosine-5'-monophosphate dehydrogenase,NKIHGLOF_01704,CAIOAPPO_01844,EGGPCNEA_00355,BOGLFJDA_01608,JLENOMMB_01594,ALHNJLOP_00848,KGLLIHJM_01936,OJAJHHAH_00951,OCGAAEPO_01856,GLNDJCAF_01919,ODFLGDBH_02000,APOOJODC_01190,FONPKMKP_01255,OKOELMAF_01891,PEGMINDJ_01667,BCHKDIOD_01980,LPFDPCGO_01516,BPKFELMP_00957,OEDMFFKP_01733,BCNLJEOI_01886,GLONHLBP_00054,FPEIOILE_01909,PEHMELEN_01696,NFCFPMIG_01963,ELMHKFIJ_00726,GGJPJCAM_02063,JCMFBBHK_01347,FBLGIOPA_01504,IJNFIKKA_00393,NCOGIHLP_01850
group_110,,hypothetical protein,NKIHGLOF_00369,CAIOAPPO_00783,EGGPCNEA_00536,BOGLFJDA_00045,JLENOMMB_00426,ALHNJLOP_00431,KGLLIHJM_00819,OJAJHHAH_01127,OCGAAEPO_00305,GLNDJCAF_00842,ODFLGDBH_00927,APOOJODC_00414,FONPKMKP_00121,OKOELMAF_01305,PEGMINDJ_01830,BCHKDIOD_00216,LPFDPCGO_00305,BPKFELMP_01159,OEDMFFKP_00020,BCNLJEOI_00476,GLONHLBP_00474,FPEIOILE_00535,PEHMELEN_01127,NFCFPMIG_00207,ELMHKFIJ_01113,GGJPJCAM_00879,JCMFBBHK_01745,FBLGIOPA_00427,IJNFIKKA_00078,NCOGIHLP_00615
tilS,tilS,tRNA(Ile)-lysidine synthase,NKIHGLOF_00245,CAIOAPPO_01959,EGGPCNEA_01668,BOGLFJDA_01146,JLENOMMB_01223,ALHNJLOP_02041,KGLLIHJM_01303,OJAJHHAH_02032,OCGAAEPO_00427,GLNDJCAF_01375,ODFLGDBH_01515,APOOJODC_00782,FONPKMKP_00381,OKOELMAF_00391,PEGMINDJ_01022,BCHKDIOD_00656,LPFDPCGO_01402,BPKFELMP_00215,OEDMFFKP_01834,BCNLJEOI_01480,GLONHLBP_01841,FPEIOILE_01278,PEHMELEN_01206,NFCFPMIG_01256,ELMHKFIJ_02033,GGJPJCAM_01220,JCMFBBHK_00893,FBLGIOPA_01607,IJNFIKKA_00457,NCOGIHLP_00103
group_109,,hypothetical protein,NKIHGLOF_00050,CAIOAPPO_01309,EGGPCNEA_01795,BOGLFJDA_00870,JLENOMMB_01203,ALHNJLOP_02010,KGLLIHJM_02038,OJAJHHAH_01969,OCGAAEPO_00957,GLNDJCAF_01355,ODFLGDBH_02121,APOOJODC_01864,FONPKMKP_01713,OKOELMAF_01948,PEGMINDJ_01042,BCHKDIOD_02203,LPFDPCGO_02052,BPKFELMP_01931,OEDMFFKP_02132,BCNLJEOI_02123,GLONHLBP_02180,FPEIOILE_01983,PEHMELEN_02215,NFCFPMIG_01236,ELMHKFIJ_02152,GGJPJCAM_02001,JCMFBBHK_01012,FBLGIOPA_01360,IJNFIKKA_01334,NCOGIHLP_01738
group_108,,hypothetical protein,NKIHGLOF_00143,CAIOAPPO_02004,EGGPCNEA_01396,BOGLFJDA_00780,JLENOMMB_01020,ALHNJLOP_01915,KGLLIHJM_00665,OJAJHHAH_01837,OCGAAEPO_00528,GLNDJCAF_01209,ODFLGDBH_01585,APOOJODC_00886,FONPKMKP_00278,OKOELMAF_00501,PEGMINDJ_00766,BCHKDIOD_00544,LPFDPCGO_00928,BPKFELMP_01305,OEDMFFKP_01194,BCNLJEOI_01524,GLONHLBP_01717,FPEIOILE_00800,PEHMELEN_01318,NFCFPMIG_01672,ELMHKFIJ_01673,GGJPJCAM_01343,JCMFBBHK_00789,FBLGIOPA_01713,IJNFIKKA_00560,NCOGIHLP_00203
yeeO,yeeO,putative FMN/FAD exporter YeeO,NKIHGLOF_00048,CAIOAPPO_01311,EGGPCNEA_01797,BOGLFJDA_00872,JLENOMMB_01201,ALHNJLOP_02008,KGLLIHJM_02036,OJAJHHAH_01971,OCGAAEPO_00959,GLNDJCAF_01353,ODFLGDBH_02119,APOOJODC_01866,FONPKMKP_01715,OKOELMAF_01950,PEGMINDJ_01044,BCHKDIOD_02205,LPFDPCGO_02054,BPKFELMP_01933,OEDMFFKP_02130,BCNLJEOI_02121,GLONHLBP_02182,FPEIOILE_01981,PEHMELEN_02213,NFCFPMIG_01234,ELMHKFIJ_02150,GGJPJCAM_02003,JCMFBBHK_01014,FBLGIOPA_01362,IJNFIKKA_01336,NCOGIHLP_01740
tig,tig,Trigger factor,NKIHGLOF_02120,CAIOAPPO_02294,EGGPCNEA_00719,BOGLFJDA_02004,JLENOMMB_02074,ALHNJLOP_00026,KGLLIHJM_01964,OJAJHHAH_01525,OCGAAEPO_02136,GLNDJCAF_02016,ODFLGDBH_02028,APOOJODC_01648,FONPKMKP_02091,OKOELMAF_01479,PEGMINDJ_02204,BCHKDIOD_01546,LPFDPCGO_00975,BPKFELMP_00732,OEDMFFKP_02047,BCNLJEOI_01879,GLONHLBP_01772,FPEIOILE_01690,PEHMELEN_02058,NFCFPMIG_01703,ELMHKFIJ_00331,GGJPJCAM_01840,JCMFBBHK_00775,FBLGIOPA_02041,IJNFIKKA_01752,NCOGIHLP_00842
pyrP,pyrP,Uracil permease,NKIHGLOF_01728,CAIOAPPO_00180,EGGPCNEA_00180,BOGLFJDA_01395,JLENOMMB_00704,ALHNJLOP_00685,KGLLIHJM_01118,OJAJHHAH_00180,OCGAAEPO_00006,GLNDJCAF_00236,ODFLGDBH_00358,APOOJODC_00180,FONPKMKP_01654,OKOELMAF_01107,PEGMINDJ_00042,BCHKDIOD_01051,LPFDPCGO_00472,BPKFELMP_01355,OEDMFFKP_01049,BCNLJEOI_00929,GLONHLBP_01611,FPEIOILE_01028,PEHMELEN_01495,NFCFPMIG_01137,ELMHKFIJ_01540,GGJPJCAM_00180,JCMFBBHK_01484,FBLGIOPA_00083,IJNFIKKA_01102,NCOGIHLP_01529
murA1_1,murA1_1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,NKIHGLOF_01437,CAIOAPPO_01645,EGGPCNEA_01296,BOGLFJDA_01533,JLENOMMB_01333,ALHNJLOP_01512,KGLLIHJM_01532,OJAJHHAH_01653,OCGAAEPO_01070,GLNDJCAF_01491,ODFLGDBH_01394,APOOJODC_01483,FONPKMKP_01144,OKOELMAF_01218,PEGMINDJ_01253,BCHKDIOD_01413,LPFDPCGO_00829,BPKFELMP_00273,OEDMFFKP_01537,BCNLJEOI_01358,GLONHLBP_01347,FPEIOILE_01227,PEHMELEN_01814,NFCFPMIG_01373,ELMHKFIJ_01866,GGJPJCAM_01677,JCMFBBHK_01151,FBLGIOPA_01416,IJNFIKKA_01679,NCOGIHLP_00045
aroA,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,NKIHGLOF_00517,CAIOAPPO_00119,EGGPCNEA_00112,BOGLFJDA_00716,JLENOMMB_00020,ALHNJLOP_00627,KGLLIHJM_00302,OJAJHHAH_00119,OCGAAEPO_01179,GLNDJCAF_00182,ODFLGDBH_00305,APOOJODC_00119,FONPKMKP_00778,OKOELMAF_00743,PEGMINDJ_00102,BCHKDIOD_00849,LPFDPCGO_01174,BPKFELMP_00454,OEDMFFKP_00472,BCNLJEOI_00676,GLONHLBP_00422,FPEIOILE_00737,PEHMELEN_00020,NFCFPMIG_00949,ELMHKFIJ_01411,GGJPJCAM_00119,JCMFBBHK_00108,FBLGIOPA_00136,IJNFIKKA_00921,NCOGIHLP_00308
hom,hom,Homoserine dehydrogenase,NKIHGLOF_00507,CAIOAPPO_00129,EGGPCNEA_00122,BOGLFJDA_00726,JLENOMMB_00010,ALHNJLOP_00637,KGLLIHJM_00312,OJAJHHAH_00129,OCGAAEPO_01169,GLNDJCAF_00192,ODFLGDBH_00315,APOOJODC_00129,FONPKMKP_00768,OKOELMAF_00753,PEGMINDJ_00092,BCHKDIOD_00859,LPFDPCGO_01164,BPKFELMP_00444,OEDMFFKP_00462,BCNLJEOI_00686,GLONHLBP_00432,FPEIOILE_00747,PEHMELEN_00010,NFCFPMIG_00959,ELMHKFIJ_01421,GGJPJCAM_00129,JCMFBBHK_00098,FBLGIOPA_00126,IJNFIKKA_00931,NCOGIHLP_00298
hisS,hisS,Histidine--tRNA ligase,NKIHGLOF_00119,CAIOAPPO_01814,EGGPCNEA_01362,BOGLFJDA_00804,JLENOMMB_00998,ALHNJLOP_01652,KGLLIHJM_00689,OJAJHHAH_01933,OCGAAEPO_00552,GLNDJCAF_01184,ODFLGDBH_01461,APOOJODC_00909,FONPKMKP_00256,OKOELMAF_00525,PEGMINDJ_00789,BCHKDIOD_00519,LPFDPCGO_00962,BPKFELMP_01248,OEDMFFKP_01217,BCNLJEOI_01159,GLONHLBP_01692,FPEIOILE_00825,PEHMELEN_01339,NFCFPMIG_01761,ELMHKFIJ_01639,GGJPJCAM_01935,JCMFBBHK_01420,FBLGIOPA_01588,IJNFIKKA_00593,NCOGIHLP_00227
group_106,,hypothetical protein,NKIHGLOF_00105,CAIOAPPO_01799,EGGPCNEA_01892,BOGLFJDA_00816,JLENOMMB_00985,ALHNJLOP_01665,KGLLIHJM_00703,OJAJHHAH_01918,OCGAAEPO_00566,GLNDJCAF_01171,ODFLGDBH_01475,APOOJODC_00924,FONPKMKP_00241,OKOELMAF_00538,PEGMINDJ_00803,BCHKDIOD_00506,LPFDPCGO_01801,BPKFELMP_01235,OEDMFFKP_01231,BCNLJEOI_01146,GLONHLBP_01679,FPEIOILE_00838,PEHMELEN_01352,NFCFPMIG_01748,ELMHKFIJ_01624,GGJPJCAM_01950,JCMFBBHK_01405,FBLGIOPA_01574,IJNFIKKA_00608,NCOGIHLP_00241
licC_1,licC_1,Lichenan permease IIC component,NKIHGLOF_00006,CAIOAPPO_01418,EGGPCNEA_01839,BOGLFJDA_01924,JLENOMMB_02020,ALHNJLOP_01963,KGLLIHJM_01720,OJAJHHAH_02013,OCGAAEPO_01001,GLNDJCAF_01985,ODFLGDBH_01863,APOOJODC_01908,FONPKMKP_01757,OKOELMAF_01829,PEGMINDJ_01086,BCHKDIOD_02043,LPFDPCGO_01893,BPKFELMP_01888,OEDMFFKP_01688,BCNLJEOI_01948,GLONHLBP_02095,FPEIOILE_01902,PEHMELEN_01941,NFCFPMIG_01561,ELMHKFIJ_02108,GGJPJCAM_02045,JCMFBBHK_01056,FBLGIOPA_01330,IJNFIKKA_01442,NCOGIHLP_01782
purB,purB,Adenylosuccinate lyase,NKIHGLOF_01305,CAIOAPPO_01473,EGGPCNEA_01932,BOGLFJDA_01769,JLENOMMB_01719,ALHNJLOP_01735,KGLLIHJM_01650,OJAJHHAH_00425,OCGAAEPO_00760,GLNDJCAF_01683,ODFLGDBH_00475,APOOJODC_01806,FONPKMKP_01593,OKOELMAF_00363,PEGMINDJ_01897,BCHKDIOD_01707,LPFDPCGO_00240,BPKFELMP_01471,OEDMFFKP_01462,BCNLJEOI_01609,GLONHLBP_01045,FPEIOILE_00039,PEHMELEN_00837,NFCFPMIG_01839,ELMHKFIJ_01977,GGJPJCAM_00667,JCMFBBHK_01674,FBLGIOPA_01845,IJNFIKKA_00765,NCOGIHLP_00970
licC_3,licC_3,Lichenan permease IIC component,NKIHGLOF_00825,CAIOAPPO_01240,EGGPCNEA_01248,BOGLFJDA_00341,JLENOMMB_00506,ALHNJLOP_01124,KGLLIHJM_00437,OJAJHHAH_00609,OCGAAEPO_01515,GLNDJCAF_00522,ODFLGDBH_00676,APOOJODC_00725,FONPKMKP_00521,OKOELMAF_00163,PEGMINDJ_00360,BCHKDIOD_00288,LPFDPCGO_00057,BPKFELMP_01393,OEDMFFKP_00271,BCNLJEOI_00080,GLONHLBP_01246,FPEIOILE_00239,PEHMELEN_00635,NFCFPMIG_00658,ELMHKFIJ_00469,GGJPJCAM_00481,JCMFBBHK_00373,FBLGIOPA_00678,IJNFIKKA_01267,NCOGIHLP_00711
comFA,comFA,ComF operon protein 1,NKIHGLOF_00202,CAIOAPPO_01916,EGGPCNEA_01711,BOGLFJDA_01190,JLENOMMB_01267,ALHNJLOP_00969,KGLLIHJM_01369,OJAJHHAH_02075,OCGAAEPO_00470,GLNDJCAF_01419,ODFLGDBH_01559,APOOJODC_00825,FONPKMKP_00338,OKOELMAF_00434,PEGMINDJ_00979,BCHKDIOD_00612,LPFDPCGO_01445,BPKFELMP_00172,OEDMFFKP_01791,BCNLJEOI_01436,GLONHLBP_01885,FPEIOILE_01322,PEHMELEN_01250,NFCFPMIG_01299,ELMHKFIJ_02076,GGJPJCAM_01282,JCMFBBHK_00849,FBLGIOPA_01653,IJNFIKKA_00500,NCOGIHLP_00146
eno,eno,Enolase,NKIHGLOF_01902,CAIOAPPO_00978,EGGPCNEA_00313,BOGLFJDA_01647,JLENOMMB_02006,ALHNJLOP_00888,KGLLIHJM_01839,OJAJHHAH_00908,OCGAAEPO_00076,GLNDJCAF_01875,ODFLGDBH_01797,APOOJODC_01233,FONPKMKP_01013,OKOELMAF_01719,PEGMINDJ_01998,BCHKDIOD_01977,LPFDPCGO_01661,BPKFELMP_01735,OEDMFFKP_01772,BCNLJEOI_01214,GLONHLBP_02162,FPEIOILE_01828,PEHMELEN_01656,NFCFPMIG_01890,ELMHKFIJ_00683,GGJPJCAM_00327,JCMFBBHK_01064,FBLGIOPA_01465,IJNFIKKA_00354,NCOGIHLP_01423
group_105,,hypothetical protein,NKIHGLOF_01724,CAIOAPPO_00176,EGGPCNEA_00176,BOGLFJDA_01391,JLENOMMB_00700,ALHNJLOP_00681,KGLLIHJM_01114,OJAJHHAH_00176,OCGAAEPO_00002,GLNDJCAF_00232,ODFLGDBH_00354,APOOJODC_00176,FONPKMKP_01650,OKOELMAF_01103,PEGMINDJ_00046,BCHKDIOD_01047,LPFDPCGO_00468,BPKFELMP_01359,OEDMFFKP_01045,BCNLJEOI_00925,GLONHLBP_01615,FPEIOILE_01024,PEHMELEN_01499,NFCFPMIG_01133,ELMHKFIJ_01536,GGJPJCAM_00176,JCMFBBHK_01488,FBLGIOPA_00087,IJNFIKKA_01098,NCOGIHLP_01525
rsmF_1,rsmF_1,Ribosomal RNA small subunit methyltransferase F,NKIHGLOF_00546,CAIOAPPO_00090,EGGPCNEA_00083,BOGLFJDA_00687,JLENOMMB_00049,ALHNJLOP_00598,KGLLIHJM_00273,OJAJHHAH_00090,OCGAAEPO_01208,GLNDJCAF_00153,ODFLGDBH_00275,APOOJODC_00090,FONPKMKP_00807,OKOELMAF_00713,PEGMINDJ_00131,BCHKDIOD_00820,LPFDPCGO_01203,BPKFELMP_00483,OEDMFFKP_00501,BCNLJEOI_00647,GLONHLBP_00393,FPEIOILE_00708,PEHMELEN_00049,NFCFPMIG_00920,ELMHKFIJ_01382,GGJPJCAM_00090,JCMFBBHK_00137,FBLGIOPA_00165,IJNFIKKA_00892,NCOGIHLP_00337
der,der,GTPase Der,NKIHGLOF_01971,CAIOAPPO_00307,EGGPCNEA_00818,BOGLFJDA_01274,JLENOMMB_01888,ALHNJLOP_01245,KGLLIHJM_00019,OJAJHHAH_00840,OCGAAEPO_01692,GLNDJCAF_00880,ODFLGDBH_00019,APOOJODC_01116,FONPKMKP_01876,OKOELMAF_00781,PEGMINDJ_00568,BCHKDIOD_00934,LPFDPCGO_01124,BPKFELMP_01677,OEDMFFKP_00831,BCNLJEOI_02062,GLONHLBP_00821,FPEIOILE_01773,PEHMELEN_00325,NFCFPMIG_00255,ELMHKFIJ_00076,GGJPJCAM_01200,JCMFBBHK_00601,FBLGIOPA_01139,IJNFIKKA_01561,NCOGIHLP_01499
obg,obg,GTPase Obg,NKIHGLOF_01700,CAIOAPPO_01848,EGGPCNEA_00359,BOGLFJDA_01604,JLENOMMB_01590,ALHNJLOP_00844,KGLLIHJM_01932,OJAJHHAH_00955,OCGAAEPO_01852,GLNDJCAF_01923,ODFLGDBH_01996,APOOJODC_01186,FONPKMKP_01251,OKOELMAF_01895,PEGMINDJ_01671,BCHKDIOD_01984,LPFDPCGO_01512,BPKFELMP_00953,OEDMFFKP_01729,BCNLJEOI_01890,GLONHLBP_00058,FPEIOILE_01913,PEHMELEN_01700,NFCFPMIG_01959,ELMHKFIJ_00730,GGJPJCAM_02067,JCMFBBHK_01343,FBLGIOPA_01508,IJNFIKKA_00397,NCOGIHLP_01846
secY,secY,Protein translocase subunit SecY,NKIHGLOF_00804,CAIOAPPO_01261,EGGPCNEA_01224,BOGLFJDA_00365,JLENOMMB_00531,ALHNJLOP_01102,KGLLIHJM_00462,OJAJHHAH_00590,OCGAAEPO_01539,GLNDJCAF_00497,ODFLGDBH_00651,APOOJODC_00704,FONPKMKP_00500,OKOELMAF_00188,PEGMINDJ_00381,BCHKDIOD_00313,LPFDPCGO_00081,BPKFELMP_01414,OEDMFFKP_00296,BCNLJEOI_00105,GLONHLBP_01221,FPEIOILE_00214,PEHMELEN_00660,NFCFPMIG_00683,ELMHKFIJ_00493,GGJPJCAM_00502,JCMFBBHK_00352,FBLGIOPA_00702,IJNFIKKA_01244,NCOGIHLP_00687
group_103,,hypothetical protein,NKIHGLOF_00002,CAIOAPPO_01422,EGGPCNEA_01843,BOGLFJDA_01928,JLENOMMB_02016,ALHNJLOP_01959,KGLLIHJM_01716,OJAJHHAH_02017,OCGAAEPO_01005,GLNDJCAF_01989,ODFLGDBH_01867,APOOJODC_01912,FONPKMKP_01761,OKOELMAF_01833,PEGMINDJ_01090,BCHKDIOD_02047,LPFDPCGO_01897,BPKFELMP_01884,OEDMFFKP_01692,BCNLJEOI_01952,GLONHLBP_02091,FPEIOILE_01906,PEHMELEN_01945,NFCFPMIG_01565,ELMHKFIJ_02104,GGJPJCAM_02049,JCMFBBHK_01060,FBLGIOPA_01334,IJNFIKKA_01446,NCOGIHLP_01786
alsT,alsT,Amino-acid carrier protein AlsT,NKIHGLOF_02055,CAIOAPPO_02265,EGGPCNEA_00702,BOGLFJDA_02011,JLENOMMB_02067,ALHNJLOP_00019,KGLLIHJM_01957,OJAJHHAH_02232,OCGAAEPO_02075,GLNDJCAF_02009,ODFLGDBH_02021,APOOJODC_02121,FONPKMKP_02057,OKOELMAF_01472,PEGMINDJ_02135,BCHKDIOD_01539,LPFDPCGO_01864,BPKFELMP_02110,OEDMFFKP_02054,BCNLJEOI_01872,GLONHLBP_01779,FPEIOILE_01697,PEHMELEN_02051,NFCFPMIG_01696,ELMHKFIJ_01284,GGJPJCAM_02252,JCMFBBHK_00627,FBLGIOPA_02034,IJNFIKKA_00246,NCOGIHLP_01595
group_100,,Alpha-monoglucosyldiacylglycerol synthase,NKIHGLOF_01697,CAIOAPPO_01851,EGGPCNEA_00362,BOGLFJDA_01601,JLENOMMB_01587,ALHNJLOP_00841,KGLLIHJM_01929,OJAJHHAH_00958,OCGAAEPO_01849,GLNDJCAF_01926,ODFLGDBH_01993,APOOJODC_01183,FONPKMKP_01248,OKOELMAF_01898,PEGMINDJ_01674,BCHKDIOD_01987,LPFDPCGO_01509,BPKFELMP_00950,OEDMFFKP_01726,BCNLJEOI_01893,GLONHLBP_00061,FPEIOILE_01916,PEHMELEN_01703,NFCFPMIG_01956,ELMHKFIJ_00733,GGJPJCAM_02070,JCMFBBHK_01340,FBLGIOPA_01511,IJNFIKKA_00400,NCOGIHLP_01843
brnQ,brnQ,Branched-chain amino acid transport system 2 carrier protein,NKIHGLOF_00345,CAIOAPPO_00759,EGGPCNEA_00512,BOGLFJDA_00070,JLENOMMB_00401,ALHNJLOP_00406,KGLLIHJM_00844,OJAJHHAH_01103,OCGAAEPO_00329,GLNDJCAF_00816,ODFLGDBH_00902,APOOJODC_00389,FONPKMKP_00097,OKOELMAF_01279,PEGMINDJ_01806,BCHKDIOD_00190,LPFDPCGO_00281,BPKFELMP_01183,OEDMFFKP_00045,BCNLJEOI_00450,GLONHLBP_00500,FPEIOILE_00509,PEHMELEN_01102,NFCFPMIG_00182,ELMHKFIJ_01089,GGJPJCAM_00855,JCMFBBHK_01721,FBLGIOPA_00452,IJNFIKKA_00054,NCOGIHLP_00591
group_99,,hypothetical protein,NKIHGLOF_01810,CAIOAPPO_02048,EGGPCNEA_01110,BOGLFJDA_01302,JLENOMMB_00278,ALHNJLOP_01273,KGLLIHJM_00047,OJAJHHAH_02133,OCGAAEPO_01370,GLNDJCAF_00922,ODFLGDBH_00047,APOOJODC_01963,FONPKMKP_01848,OKOELMAF_00809,PEGMINDJ_01726,BCHKDIOD_00962,LPFDPCGO_01563,BPKFELMP_01589,OEDMFFKP_00802,BCNLJEOI_01242,GLONHLBP_00793,FPEIOILE_00381,PEHMELEN_00297,NFCFPMIG_00284,ELMHKFIJ_00103,GGJPJCAM_02157,JCMFBBHK_01919,FBLGIOPA_01168,IJNFIKKA_02104,NCOGIHLP_01660
purA,purA,Adenylosuccinate synthetase,NKIHGLOF_01391,CAIOAPPO_02148,EGGPCNEA_01778,BOGLFJDA_00888,JLENOMMB_00943,ALHNJLOP_01770,KGLLIHJM_00954,OJAJHHAH_00340,OCGAAEPO_00794,GLNDJCAF_01129,ODFLGDBH_01922,APOOJODC_02181,FONPKMKP_01627,OKOELMAF_02107,PEGMINDJ_02049,BCHKDIOD_02052,LPFDPCGO_01835,BPKFELMP_02279,OEDMFFKP_01378,BCNLJEOI_01809,GLONHLBP_01011,FPEIOILE_00005,PEHMELEN_01861,NFCFPMIG_01970,ELMHKFIJ_02011,GGJPJCAM_00754,JCMFBBHK_01708,FBLGIOPA_00993,IJNFIKKA_00799,NCOGIHLP_02192
group_98,,hypothetical protein,NKIHGLOF_00365,CAIOAPPO_00779,EGGPCNEA_00532,BOGLFJDA_00049,JLENOMMB_00422,ALHNJLOP_00427,KGLLIHJM_00823,OJAJHHAH_01123,OCGAAEPO_00309,GLNDJCAF_00838,ODFLGDBH_00923,APOOJODC_00410,FONPKMKP_00117,OKOELMAF_01301,PEGMINDJ_01826,BCHKDIOD_00212,LPFDPCGO_00301,BPKFELMP_01163,OEDMFFKP_00024,BCNLJEOI_00472,GLONHLBP_00478,FPEIOILE_00531,PEHMELEN_01123,NFCFPMIG_00203,ELMHKFIJ_01109,GGJPJCAM_00875,JCMFBBHK_01741,FBLGIOPA_00431,IJNFIKKA_00074,NCOGIHLP_00611
group_97,,hypothetical protein,NKIHGLOF_01440,CAIOAPPO_01648,EGGPCNEA_01299,BOGLFJDA_01530,JLENOMMB_01336,ALHNJLOP_01515,KGLLIHJM_01535,OJAJHHAH_01656,OCGAAEPO_01073,GLNDJCAF_01488,ODFLGDBH_01391,APOOJODC_01486,FONPKMKP_01141,OKOELMAF_01215,PEGMINDJ_01250,BCHKDIOD_01416,LPFDPCGO_00832,BPKFELMP_00276,OEDMFFKP_01534,BCNLJEOI_01361,GLONHLBP_01350,FPEIOILE_01230,PEHMELEN_01811,NFCFPMIG_01376,ELMHKFIJ_01869,GGJPJCAM_01680,JCMFBBHK_01154,FBLGIOPA_01419,IJNFIKKA_01676,NCOGIHLP_00042
group_96,,Putative dipeptidase,NKIHGLOF_00150,CAIOAPPO_01997,EGGPCNEA_01403,BOGLFJDA_00773,JLENOMMB_01027,ALHNJLOP_01922,KGLLIHJM_00658,OJAJHHAH_01844,OCGAAEPO_00521,GLNDJCAF_01216,ODFLGDBH_01592,APOOJODC_00879,FONPKMKP_00285,13_refound_215,PEGMINDJ_00759,BCHKDIOD_00551,LPFDPCGO_00921,BPKFELMP_01298,OEDMFFKP_01187,BCNLJEOI_01517,GLONHLBP_01724,FPEIOILE_00793,PEHMELEN_01311,NFCFPMIG_01665,ELMHKFIJ_01680,GGJPJCAM_01336,JCMFBBHK_00796,FBLGIOPA_01706,IJNFIKKA_00553,NCOGIHLP_00196
sasA_1,sasA_1,Adaptive-response sensory-kinase SasA,NKIHGLOF_00080,CAIOAPPO_01774,EGGPCNEA_01867,BOGLFJDA_00840,JLENOMMB_00961,ALHNJLOP_01689,KGLLIHJM_00727,OJAJHHAH_01893,OCGAAEPO_00591,GLNDJCAF_01147,ODFLGDBH_01499,APOOJODC_00949,FONPKMKP_00216,OKOELMAF_00562,PEGMINDJ_00828,BCHKDIOD_00482,LPFDPCGO_01776,BPKFELMP_01210,OEDMFFKP_01255,BCNLJEOI_01122,GLONHLBP_01655,FPEIOILE_00862,PEHMELEN_01376,NFCFPMIG_02156,ELMHKFIJ_01599,GGJPJCAM_01975,JCMFBBHK_01380,FBLGIOPA_01550,IJNFIKKA_00633,NCOGIHLP_00266
murC,murC,UDP-N-acetylmuramate--L-alanine ligase,NKIHGLOF_01829,CAIOAPPO_00646,EGGPCNEA_01591,BOGLFJDA_00591,JLENOMMB_00146,ALHNJLOP_00108,KGLLIHJM_00179,OJAJHHAH_02188,OCGAAEPO_01604,GLNDJCAF_00059,ODFLGDBH_00181,APOOJODC_02078,FONPKMKP_01559,OKOELMAF_00617,PEGMINDJ_01497,BCHKDIOD_00725,LPFDPCGO_01385,BPKFELMP_01863,OEDMFFKP_00670,BCNLJEOI_00553,GLONHLBP_00297,FPEIOILE_00612,PEHMELEN_00146,NFCFPMIG_00825,ELMHKFIJ_00309,GGJPJCAM_02180,JCMFBBHK_01836,FBLGIOPA_00261,IJNFIKKA_01962,NCOGIHLP_00443
pepC,pepC,Aminopeptidase C,NKIHGLOF_00853,CAIOAPPO_01212,EGGPCNEA_01757,BOGLFJDA_00314,JLENOMMB_00479,ALHNJLOP_01153,KGLLIHJM_00410,OJAJHHAH_00637,OCGAAEPO_01488,GLNDJCAF_00551,ODFLGDBH_00703,APOOJODC_00753,FONPKMKP_00549,OKOELMAF_00135,PEGMINDJ_00332,BCHKDIOD_00261,LPFDPCGO_00030,BPKFELMP_01535,OEDMFFKP_00244,BCNLJEOI_00053,GLONHLBP_01482,FPEIOILE_00266,PEHMELEN_00608,NFCFPMIG_00631,ELMHKFIJ_00440,GGJPJCAM_00453,JCMFBBHK_00401,FBLGIOPA_00651,IJNFIKKA_01294,NCOGIHLP_00738
group_95,sasA_3,Adaptive-response sensory-kinase SasA,NKIHGLOF_00630,CAIOAPPO_02089,EGGPCNEA_01608,BOGLFJDA_00231,JLENOMMB_01520,ALHNJLOP_00244,KGLLIHJM_00786,OJAJHHAH_01477,OCGAAEPO_01872,GLNDJCAF_01550,ODFLGDBH_00742,APOOJODC_01598,FONPKMKP_01031,OKOELMAF_01382,PEGMINDJ_01360,BCHKDIOD_00016,LPFDPCGO_01912,BPKFELMP_00669,OEDMFFKP_00207,BCNLJEOI_00276,GLONHLBP_00676,FPEIOILE_01404,PEHMELEN_00938,NFCFPMIG_00017,ELMHKFIJ_00983,GGJPJCAM_01792,JCMFBBHK_01564,FBLGIOPA_00613,IJNFIKKA_01068,NCOGIHLP_01866
